15	15	0
17	15	2
19	15	2
21	15	0
23	15	0
25	15	0
27	15	0
29	15	0
31	15	0
33	15	0
35	15	0
37	15	0
39	15	0
41	15	0
43	15	0
45	15	0
47	15	0
49	15	0
51	15	0
53	15	0
55	15	0
57	15	0
59	15	0
61	15	0
63	15	0
65	15	0
67	15	0
69	15	0
71	15	2
73	15	2
75	15	2
77	15	2
79	15	0
81	15	2
83	15	2
85	15	2
87	15	2
89	15	2
91	15	2
93	15	2
95	15	2
97	15	2
99	15	2
101	15	4
103	15	4
105	15	4
107	15	4
109	15	4
111	15	4
113	15	4
115	15	4
117	15	4
119	15	4
121	15	4
123	15	4
125	15	4
127	15	4
129	15	4
131	15	4
133	15	6
135	15	6
15	17	0
17	17	2
19	17	2
21	17	0
23	17	0
25	17	0
27	17	0
29	17	0
31	17	0
33	17	0
35	17	0
37	17	0
39	17	0
41	17	0
43	17	0
45	17	2
47	17	0
49	17	0
51	17	0
53	17	0
55	17	0
57	17	0
59	17	0
61	17	0
63	17	0
65	17	0
67	17	0
69	17	0
71	17	2
73	17	2
75	17	2
77	17	0
79	17	2
81	17	2
83	17	2
85	17	2
87	17	2
89	17	2
91	17	2
93	17	2
95	17	2
97	17	2
99	17	2
101	17	2
103	17	4
105	17	4
107	17	4
109	17	4
111	17	4
113	17	4
115	17	4
117	17	4
119	17	4
121	17	4
123	17	4
125	17	4
127	17	6
129	17	4
131	17	4
133	17	6
135	17	6
15	19	2
17	19	2
19	19	2
21	19	0
23	19	0
25	19	0
27	19	0
29	19	0
31	19	0
33	19	0
35	19	0
37	19	0
39	19	0
41	19	0
43	19	5.65685
45	19	4
47	19	5.65685
49	19	0
51	19	0
53	19	0
55	19	0
57	19	0
59	19	0
61	19	0
63	19	0
65	19	0
67	19	0
69	19	0
71	19	2
73	19	2
75	19	2
77	19	2
79	19	2
81	19	2
83	19	2
85	19	2
87	19	2
89	19	2
91	19	2
93	19	2
95	19	2
97	19	2
99	19	2
101	19	4
103	19	2
105	19	4
107	19	4
109	19	4
111	19	4
113	19	4
115	19	4
117	19	4
119	19	4
121	19	4
123	19	4
125	19	4
127	19	6
129	19	6
131	19	4
133	19	4
135	19	6
15	21	0
17	21	2
19	21	0
21	21	0
23	21	0
25	21	0
27	21	0
29	21	0
31	21	0
33	21	0
35	21	0
37	21	0
39	21	0
41	21	0
43	21	28
45.01	21.01	22.6133
47	21	88.0227
49	21	0
51	21	0
53	21	0
55	21	0
57	21	0
59	21	0
61	21	0
63	21	0
65	21	0
67	21	0
69	21	0
71	21	0
73	21	0
75	21	2
77	21	2
79	21	2
81	21	2
83	21	2
85	21	2
87	21	2
89	21	2
91	21	2
93	21	2
95	21	2
97	21	2
99	21	2
101	21	4
103	21	4
105	21	4
107	21	4
109	21	4
111	21	4
113	21	4
115	21	4
117	21	4
119	21	4
121	21	4
123	21	4
125	21	4
127	21	6
129	21	6
131	21	4
133	21	2.82843
135	21	0
15	23	2
17	23	0
19	23	0
21	23	0
23	23	0
25	23	0
27	23	0
29	23	0
31	23	0
33	23	0
35	23	0
37	23	0
39	23	0
41	23	0
43	23	41.0366
45	23	42
47	23	19.799
49	23	0
51	23	0
53	23	0
55	23	0
57	23	0
59	23	0
61	23	0
63	23	0
65	23	0
67	23	0
69	23	0
71	23	0
73	23	2
75	23	2
77	23	2
79	23	2
81	23	2
83	23	2
85	23	2
87	23	2
89	23	2
91	23	2
93	23	2
95	23	2
97	23	2
99	23	2
101	23	4
103	23	4
105	23	4
107	23	4
109	23	4
111	23	4
113	23	4
115	23	4
117	23	4
119	23	4
121	23	4
123	23	4
125	23	4
127	23	6
129	23	6
131	23	4
133	23	2.82843
135	23	2.82843
15	25	2
17	25	0
19	25	0
21	25	0
23	25	0
25	25	0
27	25	0
29	25	0
31	25	0
33	25	0
35	25	0
37	25	0
39	25	0
41	25	0
43	25	4.47214
45	25	40
47	25	44.7214
49	25	0
51	25	0
53	25	0
55	25	0
57	25	0
59	25	0
61	25	0
63	25	0
65	25	0
67	25	0
69	25	0
71	25	0
73	25	2
75	25	2
77	25	2
79	25	2
81	25	2
83	25	2
85	25	2
87	25	2
89	25	2
91	25	2
93	25	2
95	25	2
97	25	2
99	25	2
101	25	4
103	25	4
105	25	4
107	25	4
109	25	4
111	25	4
113	25	4
115	25	4
117	25	4
119	25	4
121	25	4
123	25	4
125	25	4
127	25	4
129	25	6
131	25	2.82843
133	25	2.82843
135	25	2.82843
15	27	2
17	27	0
19	27	0
21	27	0
23	27	0
25	27	0
27	27	0
29	27	0
31	27	0
33	27	0
35	27	0
37	27	0
39	27	0
41	27	0
43	27	0
45	27	4
47	27	40.4969
49	27	0
51	27	0
53	27	0
55	27	0
57	27	0
59	27	0
61	27	0
63	27	0
65	27	0
67	27	0
69	27	0
71	27	0
73	27	2
75	27	2
77	27	2
79	27	2
81	27	2
83	27	2
85	27	2
87	27	2
89	27	2
91	27	2
93	27	2
95	27	2
97	27	2
99	27	4
101	27	4
103	27	4
105	27	4
107	27	4
109	27	4
111	27	4
113	27	4
115	27	4
117	27	4
119	27	4
121	27	4
123	27	4
125	27	4
127	27	4
129	27	2
131	27	2.82843
133	27	4
135	27	6
15	29	2
17	29	2
19	29	0
21	29	0
23	29	0
25	29	0
27	29	0
29	29	0
31	29	0
33	29	0
35	29	0
37	29	0
39	29	0
41	29	0
43	29	0
45	29	2
47	29	6.32456
49	29	0
51	29	0
53	29	0
55	29	0
57	29	2.82843
59	29	0
61	29	0
63	29	0
65	29	0
67	29	0
69	29	0
71	29	0
73	29	2
75	29	2
77	29	2
79	29	2
81	29	2
83	29	2
85	29	2
87	29	2
89	29	2
91	29	2
93	29	2
95	29	2
97	29	2
99	29	4
101	29	4
103	29	4
105	29	4
107	29	4
109	29	4
111	29	4
113	29	4
115	29	4
117	29	4
119	29	4
121	29	4
123	29	4
125	29	2.82843
127	29	2.82843
129	29	2.82843
131	29	4
133	29	2.82843
135	29	0
15	31	2
17	31	2
19	31	0
21	31	0
23	31	0
25	31	0
27	31	0
29	31	0
31	31	0
33	31	0
35	31	0
37	31	0
39	31	4.47214
41	31	6.32456
43	31	34.9285
45	31	4
47	31	2
49	31	0
51	31	4.47214
53	31	0
55	31	0
57	31	2.82843
59	31	2.82843
61	31	0
63	31	0
65	31	0
67	31	0
69	31	0
71	31	0
73	31	2
75	31	2
77	31	2
79	31	2
81	31	2
83	31	2
85	31	2
87	31	2
89	31	2
91	31	2
93	31	2
95	31	2
97	31	2
99	31	4
101	31	4
103	31	4
105	31	4
107	31	4
109	31	4
111	31	4
113	31	4
115	31	4
117	31	4
119	31	4
121	31	4
123	31	4
125	31	2.82843
127	31	4
129	31	4
131	31	4
133	31	4
135	31	6
15	33	2
17	33	2
19	33	0
21	33	0
23	33	0
25	33	0
27	33	0
29	33	0
31	33	0
33	33	0
35	33	0
37	33	0
39	33	0
41	33	0
43	33	2
45	33	2
47	33	0
49	33	0
51	33	4.47214
53	33	4.47214
55	33	0
57	33	2.82843
59	33	2.82843
61	33	2.82843
63	33	0
65	33	0
67	33	0
69	33	0
71	33	0
73	33	2
75	33	2
77	33	2
79	33	2
81	33	2
83	33	2
85	33	0
87	33	2
89	33	2
91	33	2
93	33	2
95	33	2
97	33	4
99	33	4
101	33	4
103	33	4
105	33	4
107	33	4
109	33	4
111	33	4
113	33	4
115	33	4
117	33	4
119	33	4
121	33	2
123	33	2.82843
125	33	4
127	33	4.47214
129	33	4.47214
131	33	4.47214
133	33	4.47214
135	33	6
15	35	2
17	35	2
19	35	0
21	35	0
23	35	0
25	35	0
27	35	0
29	35	0
31	35	0
33	35	0
35	35	0
37	35	0
39	35	0
41	35	2
43	35	2
45	35	2
47	35	2
49	35	0
51	35	0
53	35	0
55	35	0
57	35	2.82843
59	35	2.82843
61	35	0
63	35	0
65	35	0
67	35	0
69	35	0
71	35	0
73	35	2
75	35	2
77	35	2
79	35	2
81	35	2
83	35	2
85	35	2
87	35	2
89	35	2
91	35	2
93	35	2
95	35	2
97	35	4
99	35	4
101	35	4
103	35	4
105	35	4
107	35	4
109	35	4
111	35	4
113	35	4
115	35	4
117	35	4
119	35	2
121	35	0
123	35	2
125	35	4
127	35	4
129	35	4
131	35	4
133	35	4.47214
135	35	6
15	37	2
17	37	2
19	37	0
21	37	0
