323.65	-48.2829
52.5018	-54.6304
51.1125	-60.9494
334.646	-67.7606
158.844	-72.4143
342.792	-73.3644
289.872	-73.9737
313.675	-75.8317
293.133	-76.7085
94.5348	-77.0145
313.882	-80.6199
206.37	-82.2582
200.501	-82.6145
114.674	-83.6019
310.064	-83.978
208.265	-84.5223
311.596	-85.1311
17.6339	-86.9717
83.1005	-90.6386
223.022	-90.6849
342.892	-91.4563
76.5432	-91.8663
345.4	-92.1269
105.176	-92.6172
283.312	-95.0613
319.209	-95.1528
219.246	-96.2012
38.0188	-101.327
15.9229	-101.841
30.9714	-102.209
254.149	-102.23
53.7854	-106.289
351.777	-108.774
196.546	-109.387
118.552	-110.223
110.451	-110.312
163.735	-112.926
354.904	-113.239
86.7942	-113.86
289.49	-114.193
50.3452	-117.571
173.123	-119.836
100.474	-120.735
298.286	-122.288
290.151	-127.561
117.679	-129.973
352.495	-132.979
279.406	-134.762
290.683	-136.557
307.118	-137.513
191.74	-139.517
295.386	-147.606
