32.8661	-43.1247
311.437	-47.9899
236.359	-48.0915
302.81	-51.0928
293.006	-52.9726
25.5828	-55.5203
311.596	-58.3983
228.154	-60.4513
240.827	-61.4337
223.022	-67.5936
313.675	-70.026
345.4	-71.3778
61.2863	-71.3785
21.2971	-73.3361
166.27	-73.4823
17.6339	-75.8287
276.176	-76.6108
117.679	-80.6159
206.61	-82.0564
94.5348	-83.5895
30.9714	-84.0341
342.892	-84.2245
254.149	-84.2702
196.546	-84.6646
83.1005	-88.0447
52.5018	-88.8615
50.3452	-90.8968
347.544	-91.0705
51.1125	-93.9186
61.6926	-94.6078
76.5432	-96.4895
342.792	-96.6048
295.386	-97.3205
105.176	-99.1231
38.0188	-99.6715
173.123	-100.568
158.844	-101.634
289.49	-103.691
334.646	-104.059
200.501	-105.882
163.735	-106.5
283.572	-107.328
283.312	-107.953
84.0726	-108.081
53.7854	-110.458
67.2739	-110.575
40.868	-113.746
114.674	-118.085
319.209	-118.56
206.37	-120.41
310.064	-120.614
86.7942	-121.902
121.474	-122.729
127.857	-125.335
311.26	-126.428
15.9229	-126.505
118.552	-128.447
358.285	-128.736
298.286	-129.391
100.474	-129.694
354.904	-134.688
110.451	-136.479
307.118	-137.431
81.1546	-139.2
