multipath	0	0	223
6 76 56 2 83.5463 45.133 2 119.908 97.495 2 142.311 65.2336 2 121.607 35.419 2 45 21 2 	-88.1019
6 76 56 2 81.3948 45.133 2 107.389 97.495 2 142.311 27.1496 2 134.054 10.517 2 45 21 2 	-130.292
6 76 56 2 81.1092 45.133 2 105.728 97.495 2 142.311 19.684 2 96.9141 10.517 2 45 21 2 	-99.2373
5 76 56 2 81.1092 45.133 2 105.728 97.495 2 142.311 19.684 2 45 21 2 	-84.1639
6 76 56 2 81.1092 45.133 2 105.728 97.495 2 142.311 19.684 2 91.532 35.419 2 45 21 2 	-96.8543
6 76 56 2 80.7849 45.133 2 90.123 66.341 2 142.311 43.1942 2 68.6355 10.517 2 45 21 2 	-96.8967
6 76 56 2 80.7849 45.133 2 90.123 66.341 2 79.2182 45.133 2 68.3135 66.341 2 45 21 2 	-119.765
5 76 56 2 80.7849 45.133 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-100.9
6 76 56 2 73.0299 45.133 2 67.2334 66.341 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-102.187
6 76 56 2 73.0299 45.133 2 67.2334 66.341 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-130.4
5 76 56 2 73.0299 45.133 2 67.2334 66.341 2 61.437 45.133 2 45 21 2 	-140.899
6 76 56 2 73.0299 45.133 2 67.2334 66.341 2 61.437 45.133 2 48.8207 10.517 2 45 21 2 	-179.244
5 76 56 2 72.5758 45.133 2 65.8932 66.341 2 48.3032 10.517 2 45 21 2 	-73.4823
6 76 56 2 72.5183 45.133 2 65.7234 66.341 2 47.8377 10.517 2 29.952 66.341 2 45 21 2 	-202.544
6 76 56 2 72.252 45.133 2 64.9373 66.341 2 45.6837 10.517 2 15.685 97.495 2 45 21 2 	-181.457
4 76 56 2 71.6485 45.133 2 63.1561 66.341 2 45 21 2 	-55.5203
6 76 56 2 71.5583 45.133 2 62.8899 66.341 2 40.0727 10.517 2 10.377 83.17 2 45 21 2 	-117.694
6 76 56 2 68.8575 45.133 2 54.9183 66.341 2 18.2273 10.517 2 10.377 22.461 2 45 21 2 	-89.3688
6 76 56 2 68.5301 45.133 2 53.9519 66.341 2 15.579 10.517 2 31.8138 66.341 2 45 21 2 	-98.7086
5 76 56 2 68.5301 45.133 2 53.9519 66.341 2 15.579 10.517 2 45 21 2 	-89.2658
6 76 56 2 66.6112 45.133 2 48.2881 66.341 2 10.377 22.461 2 142.311 21.6202 2 45 21 2 	-163.95
5 76 56 2 66.6112 45.133 2 48.2881 66.341 2 10.377 22.461 2 45 21 2 	-79.1878
6 76 56 2 66.6112 45.133 2 48.2881 66.341 2 10.377 22.461 2 28.8163 10.517 2 45 21 2 	-62.6224
5 76 56 2 61.9283 45.133 2 34.4661 66.341 2 10.377 47.738 2 45 21 2 	-47.9899
6 76 56 2 61.437 45.133 2 59.4808 66.341 2 54.3315 10.517 2 49.1823 66.341 2 45 21 2 	-161.084
5 76 56 2 61.437 45.133 2 57.4537 66.341 2 46.9689 10.517 2 45 21 2 	-101.396
4 76 56 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-76.9567
6 76 56 2 61.437 45.133 2 40.673 66.341 2 10.377 35.3973 2 34.7364 10.517 2 45 21 2 	-60.4513
5 76 56 2 61.437 45.133 2 34.1313 66.341 2 10.377 47.8913 2 45 21 2 	-58.4364
4 76 56 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-105.823
3 76 56 2 61.437 45.133 2 45 21 2 	-99.7156
4 76 56 2 61.437 45.133 2 48.8207 10.517 2 45 21 2 	-106.512
5 76 56 2 61.437 45.133 2 57.2466 10.517 2 50.4888 66.341 2 45 21 2 	-160.719
6 76 56 2 61.437 45.133 2 57.8071 10.517 2 51.9532 66.341 2 46.0993 10.517 2 45 21 2 	-194.987
6 76 56 2 10.377 22.461 2 20.2483 97.495 2 31.691 10.517 2 39.035 66.341 2 45 21 2 	-192.439
5 76 56 2 10.377 22.461 2 43.5729 66.341 2 61.437 42.7273 2 45 21 2 	-114.383
6 76 56 2 10.377 22.461 2 71.8245 35.419 2 142.311 20.5549 2 94.7109 10.517 2 45 21 2 	-163.719
5 76 56 2 10.377 22.461 2 118.883 35.419 2 142.311 32.6211 2 45 21 2 	-160.531
4 76 56 2 10.377 22.461 2 142.311 21.6202 2 45 21 2 	-179.312
3 76 56 2 10.377 22.461 2 45 21 2 	-92.899
6 76 56 2 10.377 22.461 2 63.7878 10.517 2 142.311 28.0768 2 109.478 35.419 2 45 21 2 	-139.2
4 76 56 2 10.377 22.461 2 28.8163 10.517 2 45 21 2 	-75.5718
6 76 56 2 10.377 22.9677 2 35.1119 10.517 2 84.5829 35.419 2 134.054 10.517 2 45 21 2 	-139.137
6 76 56 2 10.377 27.3933 2 49.0908 10.517 2 106.215 35.419 2 142.311 19.684 2 45 21 2 	-100.301
6 76 56 2 10.377 29.883 2 59.0369 10.517 2 121.607 35.419 2 142.311 32.8894 2 45 21 2 	-121.91
6 76 56 2 10.377 29.883 2 59.0369 10.517 2 121.607 35.419 2 67.6952 10.517 2 45 21 2 	-129.581
5 76 56 2 10.377 29.883 2 59.0369 10.517 2 121.607 35.419 2 45 21 2 	-113.117
6 76 56 2 10.377 29.883 2 59.0369 10.517 2 121.607 35.419 2 10.377 24.4228 2 45 21 2 	-143.723
3 76 56 2 10.377 33.0883 2 45 21 2 	-52.9726
6 76 56 2 10.377 34.8378 2 85.7949 10.517 2 142.311 28.7424 2 121.607 35.419 2 45 21 2 	-139.545
6 76 56 2 10.377 37.8468 2 109.173 10.517 2 142.311 19.684 2 96.9141 10.517 2 45 21 2 	-147.183
5 76 56 2 10.377 37.8468 2 109.173 10.517 2 142.311 19.684 2 45 21 2 	-109.469
6 76 56 2 10.377 37.8468 2 109.173 10.517 2 142.311 19.684 2 91.532 35.419 2 45 21 2 	-107.437
6 76 56 2 10.377 38.6315 2 116.602 10.517 2 151.237 19.684 2 101.676 10.517 2 45 21 2 	-154.219
4 76 56 2 10.377 40.2328 2 134.054 10.517 2 45 21 2 	-156.441
5 76 56 2 10.377 40.2328 2 134.054 10.517 2 77.6561 35.419 2 45 21 2 	-143.198
6 76 56 2 10.377 40.2328 2 134.054 10.517 2 97.2696 35.419 2 60.4851 10.517 2 45 21 2 	-125.335
6 76 56 2 10.377 43.9368 2 142.311 19.684 2 123.914 10.517 2 73.9376 35.419 2 45 21 2 	-110.575
5 76 56 2 10.377 43.9368 2 142.311 19.684 2 96.9141 10.517 2 45 21 2 	-114.984
4 76 56 2 10.377 43.9368 2 142.311 19.684 2 45 21 2 	-110.642
5 76 56 2 10.377 43.9368 2 142.311 19.684 2 91.532 35.419 2 45 21 2 	-133.739
6 76 56 2 10.377 43.9368 2 142.311 19.684 2 112.358 35.419 2 64.9552 10.517 2 45 21 2 	-122.729
6 76 56 2 10.377 44.4252 2 61.437 35.419 2 142.311 30.7061 2 10.377 23.0176 2 45 21 2 	-266.177
5 76 56 2 10.377 44.4252 2 61.437 35.419 2 142.311 28.8746 2 45 21 2 	-222.191
6 76 56 2 10.377 44.4252 2 61.437 35.419 2 58.1902 10.517 2 50.9117 66.341 2 45 21 2 	-161.938
5 76 56 2 10.377 44.4252 2 61.437 35.419 2 49.8696 10.517 2 45 21 2 	-111.309
4 76 56 2 10.377 44.4252 2 61.437 35.419 2 45 21 2 	-100.692
5 76 56 2 10.377 44.4252 2 61.437 35.419 2 10.377 26.8265 2 45 21 2 	-113.386
6 76 56 2 10.377 44.4252 2 61.437 35.419 2 10.377 32.7925 2 142.311 26.0057 2 45 21 2 	-187.446
5 76 56 2 10.377 44.4252 2 61.437 35.419 2 54.7724 66.341 2 45 21 2 	-134.508
6 76 56 2 10.377 44.4252 2 61.437 35.419 2 56.2095 66.341 2 46.7722 10.517 2 45 21 2 	-160.511
5 76 56 2 10.377 44.6502 2 61.437 35.8192 2 10.377 26.9882 2 45 21 2 	-107.328
6 76 56 2 10.377 45.758 2 61.437 37.7889 2 10.377 29.8197 2 134.054 10.517 2 45 21 2 	-226.157
6 76 56 2 10.377 48.0476 2 61.437 41.8599 2 10.377 35.6723 2 142.311 19.684 2 45 21 2 	-175.434
6 76 56 2 10.377 49.8274 2 61.437 45.0246 2 10.377 40.2218 2 61.437 35.419 2 45 21 2 	-181.289
6 76 56 2 10.377 49.8884 2 61.437 45.133 2 57.4537 66.341 2 46.9689 10.517 2 45 21 2 	-131.573
5 76 56 2 10.377 49.8884 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-112.111
6 76 56 2 10.377 49.8884 2 61.437 45.133 2 34.1313 66.341 2 10.377 47.8913 2 45 21 2 	-133.249
5 76 56 2 10.377 49.8884 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-163.833
4 76 56 2 10.377 49.8884 2 61.437 45.133 2 45 21 2 	-143.634
5 76 56 2 10.377 49.8884 2 61.437 45.133 2 48.8207 10.517 2 45 21 2 	-155.735
6 76 56 2 10.377 49.8884 2 61.437 45.133 2 57.2466 10.517 2 50.4888 66.341 2 45 21 2 	-210.485
6 76 56 2 10.377 51.9677 2 121.607 45.133 2 75.1262 66.341 2 10.377 36.7976 2 45 21 2 	-157.022
6 76 56 2 10.377 51.9677 2 121.607 45.133 2 142.311 37.221 2 72.4319 10.517 2 45 21 2 	-146.647
6 76 56 2 10.377 53.4388 2 142.311 48.2895 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-179.859
6 76 56 2 10.377 53.4388 2 142.311 48.2895 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-199.904
5 76 56 2 10.377 53.4388 2 142.311 48.2895 2 61.437 45.133 2 45 21 2 	-180.637
6 76 56 2 10.377 53.4388 2 142.311 48.2895 2 61.437 45.133 2 48.8207 10.517 2 45 21 2 	-192.053
6 76 56 2 10.377 54.1261 2 142.311 50.3586 2 10.377 46.5911 2 61.437 45.133 2 45 21 2 	-283.398
6 76 56 2 10.377 57.9441 2 142.311 61.8526 2 10.377 65.7611 2 29.952 66.341 2 45 21 2 	-269.693
6 76 56 2 10.377 58.1896 2 142.311 62.5919 2 29.952 66.341 2 61.437 36.5517 2 45 21 2 	-188.016
5 76 56 2 10.377 58.1896 2 142.311 62.5919 2 29.952 66.341 2 45 21 2 	-170.789
6 76 56 2 10.377 58.1896 2 142.311 62.5919 2 29.952 66.341 2 42.6209 10.517 2 45 21 2 	-182.383
6 76 56 2 10.377 58.1896 2 142.311 62.5919 2 29.952 66.341 2 10.377 49.9649 2 45 21 2 	-178.698
6 76 56 2 10.377 58.7172 2 142.311 64.1801 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-220.52
6 76 56 2 10.377 60.6682 2 90.123 66.341 2 142.311 43.1942 2 68.6355 10.517 2 45 21 2 	-128.067
6 76 56 2 10.377 60.6682 2 90.123 66.341 2 79.2182 45.133 2 68.3135 66.341 2 45 21 2 	-116.541
5 76 56 2 10.377 60.6682 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-126.801
6 76 56 2 10.377 63.4357 2 36.017 66.341 2 142.311 54.2968 2 61.437 45.133 2 45 21 2 	-172.157
5 76 56 2 10.377 63.9651 2 29.952 66.341 2 61.437 36.5517 2 45 21 2 	-136.916
4 76 56 2 10.377 63.9651 2 29.952 66.341 2 45 21 2 	-125.107
5 76 56 2 10.377 63.9651 2 29.952 66.341 2 42.6209 10.517 2 45 21 2 	-139.44
6 76 56 2 10.377 63.9651 2 29.952 66.341 2 35.3029 10.517 2 40.6539 66.341 2 45 21 2 	-184.817
6 76 56 2 10.377 63.9651 2 29.952 66.341 2 10.377 42.3925 2 36.4314 10.517 2 45 21 2 	-118.712
5 76 56 2 10.377 63.9651 2 29.952 66.341 2 10.377 49.9649 2 45 21 2 	-117.259
6 76 56 2 29.952 66.341 2 142.311 46.0506 2 121.607 42.3118 2 142.311 38.5729 2 45 21 2 	-212.021
4 76 56 2 29.952 66.341 2 61.437 36.5517 2 45 21 2 	-90.8976
3 76 56 2 29.952 66.341 2 45 21 2 	-71.3964
4 76 56 2 29.952 66.341 2 42.6209 10.517 2 45 21 2 	-84.6653
5 76 56 2 29.952 66.341 2 35.3029 10.517 2 40.6539 66.341 2 45 21 2 	-128.737
6 76 56 2 29.952 66.341 2 34.6725 10.517 2 39.393 66.341 2 44.1136 10.517 2 45 21 2 	-164.499
5 76 56 2 29.952 66.341 2 10.377 42.3925 2 36.4314 10.517 2 45 21 2 	-67.5938
4 76 56 2 29.952 66.341 2 10.377 49.9649 2 45 21 2 	-70.0261
6 76 56 2 29.952 66.341 2 16.8238 97.495 2 10.377 82.1964 2 40.5825 10.517 2 45 21 2 	-82.0564
6 76 56 2 37.7541 66.341 2 10.377 58.9387 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-95.4074
6 76 56 2 37.7541 66.341 2 10.377 58.9387 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-142.987
5 76 56 2 37.7541 66.341 2 10.377 58.9387 2 61.437 45.133 2 45 21 2 	-127.777
6 76 56 2 37.7541 66.341 2 10.377 58.9387 2 61.437 45.133 2 48.8207 10.517 2 45 21 2 	-140.677
6 76 56 2 44.0081 66.341 2 10.377 55.4701 2 61.437 38.9656 2 10.377 22.461 2 45 21 2 	-136.819
6 76 56 2 46.7578 66.341 2 10.377 53.4755 2 61.437 35.419 2 142.311 28.8746 2 45 21 2 	-196.407
6 76 56 2 46.7578 66.341 2 10.377 53.4755 2 61.437 35.419 2 49.8696 10.517 2 45 21 2 	-102.129
5 76 56 2 46.7578 66.341 2 10.377 53.4755 2 61.437 35.419 2 45 21 2 	-89.1934
6 76 56 2 46.7578 66.341 2 10.377 53.4755 2 61.437 35.419 2 10.377 26.8265 2 45 21 2 	-109.417
6 76 56 2 46.7578 66.341 2 10.377 53.4755 2 61.437 35.419 2 54.7724 66.341 2 45 21 2 	-127.254
6 76 56 2 48.8809 66.341 2 10.377 51.6588 2 118.271 10.517 2 142.311 19.684 2 45 21 2 	-105.083
6 76 56 2 55.9177 66.341 2 10.377 42.8907 2 73.2471 10.517 2 121.607 35.419 2 45 21 2 	-108.051
4 76 56 2 57.3828 66.341 2 10.377 40.2315 2 45 21 2 	-51.0928
5 76 56 2 62.4753 66.341 2 10.377 26.5067 2 31.2895 10.517 2 45 21 2 	-48.0915
6 76 56 2 62.7502 66.341 2 10.377 25.4655 2 29.5304 10.517 2 61.437 35.419 2 45 21 2 	-109.849
6 76 56 2 63.4844 66.341 2 10.377 22.461 2 43.5729 66.341 2 61.437 42.7273 2 45 21 2 	-122.396
6 76 56 2 63.4844 66.341 2 10.377 22.461 2 118.883 35.419 2 142.311 32.6211 2 45 21 2 	-149.076
5 76 56 2 63.4844 66.341 2 10.377 22.461 2 142.311 21.6202 2 45 21 2 	-169.694
4 76 56 2 63.4844 66.341 2 10.377 22.461 2 45 21 2 	-84.1908
5 76 56 2 63.4844 66.341 2 10.377 22.461 2 28.8163 10.517 2 45 21 2 	-68.4349
5 76 56 2 66.5567 66.341 2 15.579 10.517 2 31.8138 66.341 2 45 21 2 	-91.8915
4 76 56 2 66.5567 66.341 2 15.579 10.517 2 45 21 2 	-85.9231
6 76 56 2 67.312 66.341 2 20.4117 10.517 2 10.377 22.461 2 142.311 21.6202 2 45 21 2 	-167.22
5 76 56 2 67.312 66.341 2 20.4117 10.517 2 10.377 22.461 2 45 21 2 	-83.6781
6 76 56 2 67.312 66.341 2 20.4117 10.517 2 10.377 22.461 2 28.8163 10.517 2 45 21 2 	-89.9487
6 76 56 2 68.7778 66.341 2 29.7899 10.517 2 10.377 38.3129 2 29.952 66.341 2 45 21 2 	-95.1716
3 76 56 2 70.2428 66.341 2 45 21 2 	-43.1247
6 76 56 2 71.1115 66.341 2 44.722 10.517 2 10.377 83.17 2 15.8381 97.495 2 45 21 2 	-84.225
6 76 56 2 71.1115 66.341 2 44.722 10.517 2 10.377 83.17 2 61.437 36.1398 2 45 21 2 	-94.1877
5 76 56 2 71.1115 66.341 2 44.722 10.517 2 10.377 83.17 2 45 21 2 	-116.209
6 76 56 2 71.1115 66.341 2 44.722 10.517 2 10.377 83.17 2 40.6342 10.517 2 45 21 2 	-130.794
6 76 56 2 71.2266 66.341 2 61.437 45.133 2 57.4537 66.341 2 46.9689 10.517 2 45 21 2 	-108.198
5 76 56 2 71.2266 66.341 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-82.5015
6 76 56 2 71.2266 66.341 2 61.437 45.133 2 34.1313 66.341 2 10.377 47.8913 2 45 21 2 	-78.9911
5 76 56 2 71.2266 66.341 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-107.829
4 76 56 2 71.2266 66.341 2 61.437 45.133 2 45 21 2 	-127.105
5 76 56 2 71.2266 66.341 2 61.437 45.133 2 48.8207 10.517 2 45 21 2 	-154.095
6 76 56 2 71.2266 66.341 2 61.437 45.133 2 57.2466 10.517 2 50.4888 66.341 2 45 21 2 	-189.273
5 76 56 2 72.7321 66.341 2 66.0302 45.133 2 59.3282 66.341 2 45 21 2 	-73.3361
6 76 56 2 73.964 66.341 2 69.7883 45.133 2 65.6127 66.341 2 61.437 45.133 2 45 21 2 	-169.364
6 76 56 2 78.7683 66.341 2 84.4456 45.133 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-123.238
6 76 56 2 79.513 66.341 2 86.7178 45.133 2 104.506 97.495 2 134.054 10.517 2 45 21 2 	-148.599
6 76 56 2 80.2401 66.341 2 88.9361 45.133 2 110.406 97.495 2 142.311 19.684 2 45 21 2 	-94.0024
5 76 56 2 90.123 66.341 2 142.311 43.1942 2 68.6355 10.517 2 45 21 2 	-80.7195
6 76 56 2 90.123 66.341 2 142.311 33.1272 2 106.784 10.517 2 67.6562 35.419 2 45 21 2 	-71.3785
5 76 56 2 90.123 66.341 2 79.2182 45.133 2 68.3135 66.341 2 45 21 2 	-84.0389
6 76 56 2 90.123 66.341 2 62.4837 45.133 2 34.8445 66.341 2 10.377 47.5667 2 45 21 2 	-126.428
4 76 56 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-99.8598
6 76 56 2 90.123 66.341 2 10.377 49.6392 2 61.437 38.9453 2 10.377 28.2514 2 45 21 2 	-143.169
6 76 56 2 137.606 97.495 2 66.3351 45.133 2 37.4685 66.341 2 10.377 46.4372 2 45 21 2 	-120.614
6 76 56 2 142.311 88.233 2 76.842 45.133 2 44.627 66.341 2 10.377 43.7933 2 45 21 2 	-137.431
6 76 56 2 142.311 84.9991 2 113.737 97.495 2 64.711 76.055 2 15.685 97.495 2 45 21 2 	-104.927
6 76 56 2 142.311 79.431 2 91.1891 97.495 2 30.5128 76.055 2 10.377 83.17 2 45 21 2 	-117.769
6 76 56 2 142.311 79.3575 2 90.8193 97.495 2 29.952 76.055 2 10.377 56.1705 2 45 21 2 	-118.56
6 76 56 2 142.311 78.1166 2 84.2095 97.495 2 10.377 72.8698 2 29.952 66.341 2 45 21 2 	-127.921
6 76 56 2 142.311 74.6712 2 61.2523 97.495 2 10.377 83.17 2 15.8381 97.495 2 45 21 2 	-123.519
6 76 56 2 142.311 74.6712 2 61.2523 97.495 2 10.377 83.17 2 61.437 36.1398 2 45 21 2 	-106.132
5 76 56 2 142.311 74.6712 2 61.2523 97.495 2 10.377 83.17 2 45 21 2 	-111.579
6 76 56 2 142.311 74.6712 2 61.2523 97.495 2 10.377 83.17 2 40.6342 10.517 2 45 21 2 	-120.827
4 76 56 2 142.311 70.2615 2 15.685 97.495 2 45 21 2 	-97.2961
5 76 56 2 142.311 70.2615 2 15.685 97.495 2 41.8469 10.517 2 45 21 2 	-105.882
6 76 56 2 142.311 70.2615 2 15.685 97.495 2 29.2372 10.517 2 37.9353 66.341 2 45 21 2 	-134.688
6 76 56 2 142.311 65.2548 2 90.123 72.5385 2 142.311 79.8222 2 15.685 97.495 2 45 21 2 	-149.754
6 76 56 2 142.311 61.7867 2 90.123 66.341 2 142.311 43.1942 2 68.6355 10.517 2 45 21 2 	-159.41
6 76 56 2 142.311 61.7867 2 90.123 66.341 2 79.2182 45.133 2 68.3135 66.341 2 45 21 2 	-119.771
5 76 56 2 142.311 61.7867 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-152.429
5 76 56 2 142.311 59.8379 2 29.952 66.341 2 61.437 36.5517 2 45 21 2 	-128.606
4 76 56 2 142.311 59.8379 2 29.952 66.341 2 45 21 2 	-111.113
5 76 56 2 142.311 59.8379 2 29.952 66.341 2 42.6209 10.517 2 45 21 2 	-123.093
6 76 56 2 142.311 59.8379 2 29.952 66.341 2 35.3029 10.517 2 40.6539 66.341 2 45 21 2 	-164.016
6 76 56 2 142.311 59.8379 2 29.952 66.341 2 10.377 42.3925 2 36.4314 10.517 2 45 21 2 	-114.603
5 76 56 2 142.311 59.8379 2 29.952 66.341 2 10.377 49.9649 2 45 21 2 	-117.843
6 76 56 2 142.311 59.1481 2 10.377 65.4117 2 29.952 66.341 2 61.437 36.5517 2 45 21 2 	-208.675
5 76 56 2 142.311 59.1481 2 10.377 65.4117 2 29.952 66.341 2 45 21 2 	-196.578
6 76 56 2 142.311 59.1481 2 10.377 65.4117 2 29.952 66.341 2 42.6209 10.517 2 45 21 2 	-210.196
6 76 56 2 142.311 59.1481 2 10.377 65.4117 2 29.952 66.341 2 10.377 49.9649 2 45 21 2 	-186.107
6 76 56 2 142.311 58.4667 2 10.377 63.3745 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-184.968
6 76 56 2 142.311 57.5495 2 10.377 60.6325 2 142.311 63.7155 2 29.952 66.341 2 45 21 2 	-238.748
multipath	1	0	225
6 121 74 2 142.311 71.7793 2 90.123 66.341 2 142.311 43.1942 2 68.6355 10.517 2 45 21 2 	-145.885
6 121 74 2 142.311 71.7793 2 90.123 66.341 2 79.2182 45.133 2 68.3135 66.341 2 45 21 2 	-114.907
5 121 74 2 142.311 71.7793 2 90.123 66.341 2 10.377 34.7261 2 45 21 2 	-154.853
6 121 74 2 142.311 70.9889 2 10.377 52.3475 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-126.646
6 121 74 2 142.311 70.9889 2 10.377 52.3475 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-176.576
5 121 74 2 142.311 70.9889 2 10.377 52.3475 2 61.437 45.133 2 45 21 2 	-158.972
6 121 74 2 142.311 70.9889 2 10.377 52.3475 2 61.437 45.133 2 48.8207 10.517 2 45 21 2 	-170.927
6 121 74 2 142.311 69.9756 2 10.377 45.0612 2 61.437 35.419 2 142.311 28.8746 2 45 21 2 	-238.21
6 121 74 2 142.311 69.9756 2 10.377 45.0612 2 61.437 35.419 2 49.8696 10.517 2 45 21 2 	-130.961
5 121 74 2 142.311 69.9756 2 10.377 45.0612 2 61.437 35.419 2 45 21 2 	-120.555
6 121 74 2 142.311 69.9756 2 10.377 45.0612 2 61.437 35.419 2 10.377 26.8265 2 45 21 2 	-132.285
6 121 74 2 142.311 69.9756 2 10.377 45.0612 2 61.437 35.419 2 54.7724 66.341 2 45 21 2 	-153.654
6 121 74 2 142.311 69.941 2 10.377 44.8125 2 142.311 19.684 2 96.9141 10.517 2 45 21 2 	-133.094
5 121 74 2 142.311 69.941 2 10.377 44.8125 2 142.311 19.684 2 45 21 2 	-129.128
6 121 74 2 142.311 69.941 2 10.377 44.8125 2 142.311 19.684 2 91.532 35.419 2 45 21 2 	-153.146
5 121 74 2 142.311 69.1146 2 10.377 38.8693 2 134.054 10.517 2 45 21 2 	-175.446
6 121 74 2 142.311 69.1146 2 10.377 38.8693 2 134.054 10.517 2 77.6561 35.419 2 45 21 2 	-159.579
6 121 74 2 142.311 68.571 2 10.377 34.9605 2 106.327 10.517 2 142.311 19.684 2 45 21 2 	-127.65
6 121 74 2 142.311 67.9797 2 61.437 45.133 2 57.4537 66.341 2 46.9689 10.517 2 45 21 2 	-118.293
5 121 74 2 142.311 67.9797 2 61.437 45.133 2 56.1988 66.341 2 45 21 2 	-95.2611
6 121 74 2 142.311 67.9797 2 61.437 45.133 2 34.1313 66.341 2 10.377 47.8913 2 45 21 2 	-84.0365
5 121 74 2 142.311 67.9797 2 61.437 45.133 2 10.377 30.7517 2 45 21 2 	-221.933
