0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	0	260	300	2	0	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	1	260	300	2	20	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	2	260	300	2	40	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	3	260	300	2	60	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	4	260	300	2	80	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	5	260	300	2	100	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	6	260	300	2	120	0	2	3.40282e+38
0	7	260	300	2	140	0	2	3.40282e+38
0	7	260	300	2	140	0	2	3.40282e+38
0	7	260	300	2	140	0	2	3.40282e+38
0	7	260	300	2	140	0	2	3.40282e+38
0	7	260	300	2	140	0	2	3.40282e+38
0	7	260	300	2	140	0	2	3.40282e+38
0	7	260	300	2	140	0	2	3.40282e+38
