0	0	-2147483648	40	8.77	1.85	35.1826	31.8748	1.99274	-73.1384
0	1	-2147483648	40	8.77	1.85	35.1937	31.8309	1.99008	-72.7706
0	2	-2147483648	40	8.77	1.85	35.1997	31.7895	1.98643	-72.5668
0	3	-2147483648	40	8.77	1.85	35.2006	31.7464	1.9797	-72.5824
0	4	-2147483648	40	8.77	1.85	35.2015	31.7002	1.97295	-72.6175
0	5	-2147483648	40	8.77	1.85	35.2037	31.6464	1.96738	-72.5733
0	6	-2147483648	40	8.77	1.85	35.2048	31.5826	1.96464	-72.3639
0	7	-2147483648	40	8.77	1.85	35.2039	31.5126	1.96703	-72.3081
0	8	-2147483648	40	8.77	1.85	35.1999	31.4465	1.97263	-72.4805
0	9	-2147483648	40	8.77	1.85	35.1946	31.3897	1.97759	-72.5248
0	10	-2147483648	40	8.77	1.85	35.1882	31.3411	1.97833	-72.5699
0	11	-2147483648	40	8.77	1.85	35.1821	31.2981	1.97572	-71.2969
0	12	-2147483648	40	8.77	1.85	35.18	31.2559	1.97182	-69.3919
0	13	-2147483648	40	8.77	1.85	35.1824	31.2118	1.96862	-69.384
0	14	-2147483648	40	8.77	1.85	35.1903	31.1646	1.96906	-69.346
0	15	-2147483648	40	8.77	1.85	35.2025	31.1129	1.97403	-69.388
0	16	-2147483648	40	8.77	1.85	35.2182	31.0597	1.97889	-69.4948
0	17	-2147483648	40	8.77	1.85	35.2335	31.0101	1.98298	-70.1196
0	18	-2147483648	40	8.77	1.85	35.2468	30.9677	1.98751	-70.2594
0	19	-2147483648	40	8.77	1.85	35.2584	30.9295	1.98799	-70.1457
0	20	-2147483648	40	8.77	1.85	35.2669	30.8908	1.9868	-70.2405
0	21	-2147483648	40	8.77	1.85	35.2706	30.8454	1.97908	-71.0602
0	22	-2147483648	40	8.77	1.85	35.2686	30.7957	1.96946	-70.5536
0	23	-2147483648	40	8.77	1.85	35.2651	30.7437	1.9641	-71.145
0	24	-2147483648	40	8.77	1.85	35.2621	30.6872	1.96629	-71.3812
0	25	-2147483648	40	8.77	1.85	35.2602	30.6258	1.96854	-71.0366
0	26	-2147483648	40	8.77	1.85	35.2601	30.562	1.96703	-70.856
0	27	-2147483648	40	8.77	1.85	35.2606	30.5019	1.96444	-70.6007
0	28	-2147483648	40	8.77	1.85	35.2619	30.4433	1.96249	-70.4376
0	29	-2147483648	40	8.77	1.85	35.2651	30.3897	1.95997	-70.4915
0	30	-2147483648	40	8.77	1.85	35.2704	30.3406	1.9562	-70.2252
0	31	-2147483648	40	8.77	1.85	35.2788	30.2913	1.95164	-70.6461
0	32	-2147483648	40	8.77	1.85	35.2904	30.2425	1.95345	-70.6259
0	33	-2147483648	40	8.77	1.85	35.3027	30.1936	1.95998	-71.355
0	34	-2147483648	40	8.77	1.85	35.3119	30.1457	1.96391	-71.4745
0	35	-2147483648	40	8.77	1.85	35.3187	30.0976	1.9648	-71.4921
0	36	-2147483648	40	8.77	1.85	35.3225	30.0495	1.96148	-71.5646
0	37	-2147483648	40	8.77	1.85	35.3238	29.9997	1.95573	-71.9464
0	38	-2147483648	40	8.77	1.85	35.3228	29.9504	1.9542	-71.9865
0	39	-2147483648	40	8.77	1.85	35.3202	29.9005	1.95747	-72.0665
0	40	-2147483648	40	8.77	1.85	35.3156	29.8487	1.9606	-71.9898
0	41	-2147483648	40	8.77	1.85	35.3106	29.7974	1.96401	-72.3786
0	42	-2147483648	40	8.77	1.85	35.3071	29.7451	1.96047	-72.6879
0	43	-2147483648	40	8.77	1.85	35.306	29.6926	1.95247	-72.0451
0	44	-2147483648	40	8.77	1.85	35.3073	29.6372	1.94483	-71.9274
0	45	-2147483648	40	8.77	1.85	35.3116	29.5763	1.93734	-71.7264
0	46	-2147483648	40	8.77	1.85	35.3173	29.5121	1.9301	-71.5952
0	47	-2147483648	40	8.77	1.85	35.3239	29.4496	1.92499	-71.5476
0	48	-2147483648	40	8.77	1.85	35.3329	29.3925	1.93096	-71.5781
0	49	-2147483648	40	8.77	1.85	35.3429	29.3377	1.9399	-71.6629
0	50	-2147483648	40	8.77	1.85	35.3489	29.2884	1.94587	-71.0325
0	51	-2147483648	40	8.77	1.85	35.351	29.2446	1.94958	-71.0017
0	52	-2147483648	40	8.77	1.85	35.3495	29.2011	1.95089	-70.9726
0	53	-2147483648	40	8.77	1.85	35.3446	29.1549	1.94978	-70.9437
0	54	-2147483648	40	8.77	1.85	35.3373	29.1055	1.94751	-70.8913
0	55	-2147483648	40	8.77	1.85	35.3294	29.055	1.94779	-70.2114
0	56	-2147483648	40	8.77	1.85	35.3215	29.005	1.95446	-69.9557
0	57	-2147483648	40	8.77	1.85	35.3141	28.9584	1.96561	-69.9433
0	58	-2147483648	40	8.77	1.85	35.3123	28.9148	1.96769	-69.9416
0	59	-2147483648	40	8.77	1.85	35.3158	28.8744	1.965	-70.1666
0	60	-2147483648	40	8.77	1.85	35.3205	28.8319	1.95811	-70.4008
0	61	-2147483648	40	8.77	1.85	35.3238	28.7877	1.94743	-70.4552
0	62	-2147483648	40	8.77	1.85	35.3333	28.7362	1.93789	-70.4281
0	63	-2147483648	40	8.77	1.85	35.3479	28.6772	1.93348	-70.3898
0	64	-2147483648	40	8.77	1.85	35.3643	28.6128	1.93673	-70.3892
0	65	-2147483648	40	8.77	1.85	35.3808	28.5506	1.94442	-70.2897
0	66	-2147483648	40	8.77	1.85	35.3941	28.4989	1.9495	-70.283
0	67	-2147483648	40	8.77	1.85	35.4042	28.4587	1.95654	-70.3063
0	68	-2147483648	40	8.77	1.85	35.4098	28.4213	1.95913	-70.2891
0	69	-2147483648	40	8.77	1.85	35.4092	28.3848	1.95426	-70.2408
